revi,refa,bugf,auth,addl,addm,adda,reml,remm,rema,cchl,cchm,ccha,maxc,avgc,aage,wage,label
1,0,1,1,24,12,12,2,1,1,22,11,11,5,5,6.64,6.64,defective
1,0,0,1,17,17,17,6,6,6,11,11,11,2,2,5.71,5.71,clean
1,0,1,1,2,1,1,2,1,1,0,0,0,2,2,5.62,5.62,clean
1,0,0,1,78,78,78,0,0,0,78,78,78,2,2,2.29,2.29,clean
1,0,1,1,6,6,6,4,4,4,2,2,2,1,1,3.91,3.91,clean
1,0,0,1,3,3,3,0,0,0,3,3,3,1,1,6.57,6.57,clean
9,0,1,1,523,8,24,457,8,21,66,34,3,6,3,5.3,5.3,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,3.43,3.43,clean
3,0,0,1,31,6,4,12,3,2,19,3,3,4,3,3.43,3.43,clean
1,0,0,1,0,0,0,60,15,15,-60,-15,-15,21,21,6.75,6.75,clean
1,0,0,1,10,10,10,3,3,3,7,7,7,5,5,3.86,3.86,clean
4,0,1,1,14,9,3,17,7,3,-3,9,-1,7,2,6.75,6.75,clean
1,0,0,1,230,115,115,134,67,67,96,48,48,48,48,2.14,2.14,clean
1,0,0,1,395,395,395,40,40,40,355,355,355,48,48,2.14,2.14,clean
2,0,0,1,2,1,1,2,1,1,0,0,0,6,4,5.26,5.26,clean
5,0,2,3,200,92,33,105,49,18,95,43,16,2,1,6.37,6.37,clean
2,0,1,1,2,1,1,2,1,1,0,0,0,1,1,7.46,7.46,clean
5,0,0,1,39,5,8,35,5,7,4,4,1,11,5,7.79,7.79,clean
2,0,1,1,64,38,32,20,19,10,44,25,22,1,1,6.33,6.33,clean
1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,3.86,3.86,clean
5,0,2,1,299,80,60,96,72,19,203,80,41,1,1,7.4,7.4,clean
1,0,1,1,1,1,1,3,3,3,-2,-2,-2,25,25,6.0,6.0,clean
1,0,0,1,125,125,125,0,0,0,125,125,125,9,9,8.29,8.29,clean
1,0,0,1,57,57,57,0,0,0,57,57,57,9,9,8.29,8.29,clean
1,0,1,1,1,1,1,2,2,2,-1,-1,-1,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,4,4,4,-3,-3,-3,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,4,4,4,-3,-3,-3,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,4,4,4,-3,-3,-3,25,25,6.0,6.0,clean
1,0,1,1,2,2,2,0,0,0,2,2,2,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,2,2,2,-1,-1,-1,25,25,6.0,6.0,clean
1,0,1,1,2,2,2,4,4,4,-2,-2,-2,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,2,2,2,-1,-1,-1,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,2,2,2,-1,-1,-1,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,2,2,2,-1,-1,-1,25,25,6.0,6.0,clean
1,0,1,1,2,2,2,2,2,2,0,0,0,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,2,2,2,-1,-1,-1,25,25,6.0,6.0,clean
1,0,0,1,4,4,4,0,0,0,4,4,4,11,11,7.98,7.98,clean
1,0,1,1,1,1,1,3,3,3,-2,-2,-2,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,2,2,2,-1,-1,-1,25,25,6.0,6.0,clean
1,0,1,1,2,2,2,4,4,4,-2,-2,-2,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,2,2,2,-1,-1,-1,25,25,6.0,6.0,clean
1,0,0,1,114,114,114,0,0,0,114,114,114,9,9,8.29,8.29,clean
1,0,0,1,55,55,55,0,0,0,55,55,55,9,9,8.29,8.29,clean
1,0,1,1,1,1,1,2,2,2,-1,-1,-1,25,25,6.0,6.0,clean
1,0,1,1,2,2,2,4,4,4,-2,-2,-2,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,3,3,3,-2,-2,-2,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,4,4,4,-3,-3,-3,25,25,6.0,6.0,clean
1,0,0,1,3,3,3,0,0,0,3,3,3,11,11,8.0,8.0,clean
1,0,1,1,1,1,1,2,2,2,-1,-1,-1,25,25,6.0,6.0,clean
1,0,0,1,0,0,0,2,2,2,-2,-2,-2,1,1,6.0,6.0,clean
1,0,1,1,2,2,2,4,4,4,-2,-2,-2,25,25,6.0,6.0,clean
1,0,1,1,1,1,1,4,4,4,-3,-3,-3,25,25,6.0,6.0,clean
1,0,1,1,2,2,2,3,3,3,-1,-1,-1,25,25,6.0,6.0,clean
1,0,0,1,8,2,2,200,50,50,-192,-48,-48,7,7,6.71,6.71,clean
1,0,0,1,5,5,5,5,5,5,0,0,0,13,13,8.43,8.43,clean
1,0,0,1,7,7,7,6,6,6,1,1,1,13,13,8.57,8.57,clean
1,0,0,1,104,104,104,48,48,48,56,56,56,3,3,4.43,4.43,clean
2,0,0,2,80,78,40,1,1,0,79,77,40,9,5,6.84,6.84,clean
1,0,0,1,2,2,2,0,0,0,2,2,2,1,1,8.75,8.75,clean
1,0,0,1,2,2,2,0,0,0,2,2,2,9,9,7.93,7.93,clean
2,0,0,1,1944,64,389,0,0,0,1944,470,389,12,8,8.04,8.04,clean
1,0,0,1,3,3,3,4,4,4,-1,-1,-1,13,13,8.57,8.57,clean
1,0,0,1,51,17,17,66,22,22,-15,-5,-5,10,10,3.14,3.14,clean
1,0,0,1,0,0,0,8,8,8,-8,-8,-8,8,8,6.07,6.07,clean
2,0,1,2,26,4,13,12,12,6,14,10,7,15,9,5.79,5.79,clean
1,0,1,1,17,17,17,14,14,14,3,3,3,15,15,5.71,5.71,clean
1,0,1,1,102,51,51,90,45,45,12,6,6,15,15,5.71,5.71,clean
1,0,1,1,24,24,24,25,25,25,-1,-1,-1,15,15,5.71,5.71,clean
1,0,1,1,13,13,13,217,217,217,-204,-204,-204,15,15,5.71,5.71,clean
1,0,1,1,12,12,12,79,79,79,-67,-67,-67,15,15,5.71,5.71,clean
1,0,1,1,0,0,0,126,126,126,-126,-126,-126,15,15,4.71,4.71,clean
1,0,1,1,0,0,0,185,185,185,-185,-185,-185,15,15,5.71,5.71,clean
2,0,1,2,107,4,54,0,0,0,107,103,54,15,9,6.24,6.24,clean
3,0,2,2,115,4,38,0,0,0,115,109,38,15,6,7.61,7.61,clean
1,0,1,1,142,142,142,33,33,33,109,109,109,15,15,5.71,5.71,clean
1,0,1,1,158,158,158,0,0,0,158,158,158,15,15,5.71,5.71,clean
1,0,1,1,0,0,0,100,100,100,-100,-100,-100,15,15,5.71,5.71,clean
1,0,1,1,0,0,0,127,127,127,-127,-127,-127,15,15,5.71,5.71,clean
1,0,0,1,30,30,30,29,29,29,1,1,1,29,29,2.0,2.0,clean
1,0,0,1,54,18,18,0,0,0,54,18,18,10,10,2.57,2.57,clean
1,0,0,1,42,42,42,42,42,42,0,0,0,21,21,5.8,5.8,clean
1,0,1,1,21,21,21,8,8,8,13,13,13,1,1,5.57,5.57,clean
4,0,1,3,178,6,44,204,21,51,-26,5,-6,21,8,6.02,6.02,clean
1,0,0,1,145,29,29,95,19,19,50,10,10,48,48,2.14,2.14,clean
2,0,0,2,14,2,7,10,7,5,4,9,2,5,3,3.83,3.83,clean
2,0,0,1,4,4,2,4,4,2,0,4,0,11,9,6.79,6.79,clean
2,0,1,2,11,4,4,15,6,5,-4,0,-1,2,2,7.48,7.48,clean
1,0,0,1,3,3,3,4,4,4,-1,-1,-1,13,13,8.5,8.5,clean
1,0,0,1,30,30,30,42,42,42,-12,-12,-12,48,48,2.14,2.14,clean
1,0,0,1,6,6,6,6,6,6,0,0,0,48,48,2.14,2.14,clean
1,0,0,1,71,71,71,43,43,43,28,28,28,48,48,2.14,2.14,defective
1,0,0,1,1,1,1,6,6,6,-5,-5,-5,1,1,6.52,6.52,clean
1,0,1,1,4,4,4,1,1,1,3,3,3,1,1,6.69,6.69,clean
1,0,1,1,40,10,10,20,5,5,20,5,5,11,11,7.26,7.26,defective
1,0,1,1,7,7,7,1,1,1,6,6,6,1,1,4.14,4.14,clean
1,0,0,1,22,22,22,4,4,4,18,18,18,48,48,2.14,2.14,clean
1,0,1,1,2,2,2,12,12,12,-10,-10,-10,5,5,6.0,6.0,clean
1,0,0,1,9,9,9,2,2,2,7,7,7,1,1,5.57,5.57,clean
1,0,0,1,52,13,13,120,30,30,-68,-17,-17,4,4,9.52,9.52,clean
1,0,0,1,18,18,18,2,2,2,16,16,16,9,9,8.48,8.48,clean
3,0,0,2,18,8,6,18,8,6,0,8,0,6,4,5.25,5.25,clean
4,0,2,3,70,5,18,10,8,2,60,32,15,6,2,6.45,6.45,clean
2,0,0,1,20,5,10,0,0,0,20,15,10,12,8,6.86,6.86,clean
2,0,1,1,61,51,30,20,10,10,41,41,20,1,1,6.46,6.46,clean
1,0,0,1,0,0,0,6,6,6,-6,-6,-6,13,13,6.62,6.62,clean
1,0,0,1,4,4,4,5,5,5,-1,-1,-1,1,1,2.09,2.09,clean
1,0,0,1,0,0,0,21,21,21,-21,-21,-21,8,8,4.86,4.86,clean
1,0,0,1,1850,1850,1850,0,0,0,1850,1850,1850,48,48,2.14,2.14,clean
1,0,0,1,14,14,14,1,1,1,13,13,13,48,48,2.14,2.14,clean
1,0,0,1,2,2,2,0,0,0,2,2,2,48,48,2.14,2.14,clean
1,0,0,1,0,0,0,2,2,2,-2,-2,-2,7,7,7.29,7.29,clean
1,0,1,1,23,23,23,0,0,0,23,23,23,1,1,8.46,8.46,clean
1,0,1,1,2,2,2,0,0,0,2,2,2,3,3,6.0,6.0,clean
1,0,0,1,0,0,0,3,3,3,-3,-3,-3,8,8,8.0,8.0,clean
1,0,0,1,6,6,6,6,6,6,0,0,0,21,21,6.33,6.33,defective
1,0,0,1,0,0,0,342,38,38,-342,-38,-38,9,9,6.0,6.0,clean
1,0,0,1,0,0,0,4,4,4,-4,-4,-4,8,8,8.19,8.19,clean
1,0,0,1,72,36,36,36,18,18,36,18,18,48,48,2.14,2.14,clean
2,1,0,1,188,77,47,46,23,12,142,77,36,11,9,3.29,3.29,clean
2,0,0,2,751,374,250,2,2,1,749,374,250,14,14,7.75,7.75,clean
2,1,0,1,465,76,31,9594,1066,640,-9129,76,-609,25,20,3.84,3.84,clean
9,4,1,3,5928,818,349,163,9,10,5765,815,339,25,9,5.57,5.57,clean
2,1,0,1,150,139,75,2,2,1,148,139,74,11,6,3.29,3.29,clean
5,2,1,2,1540,6,171,31,7,3,1509,370,168,17,8,5.0,5.0,clean
5,3,0,2,197,73,39,47,9,9,150,70,30,25,14,5.25,5.25,defective
3,1,1,2,91,28,15,166,8,28,-75,20,-12,11,6,6.93,6.93,clean
4,3,0,2,884,4,110,129,5,16,755,186,94,25,14,3.39,3.39,clean
1,0,0,1,75,75,75,0,0,0,75,75,75,7,7,3.29,3.29,clean
1,0,0,1,260,130,130,142,71,71,118,59,59,2,2,4.07,4.07,clean
1,0,0,1,31,31,31,2,2,2,29,29,29,1,1,5.18,5.18,clean
2,0,0,1,23,6,12,18,2,9,5,4,2,21,14,7.09,7.09,clean
1,0,0,1,0,0,0,7,7,7,-7,-7,-7,13,13,6.09,6.09,clean
2,0,1,1,3,1,1,3,1,1,0,0,0,4,2,2.19,2.19,clean
1,0,1,1,14,14,14,0,0,0,14,14,14,1,1,5.95,5.95,clean
1,0,0,1,0,0,0,5,5,5,-5,-5,-5,4,4,5.49,5.49,clean
1,0,0,1,91,91,91,58,58,58,33,33,33,1,1,6.68,6.68,clean
1,0,0,1,0,0,0,2,2,2,-2,-2,-2,8,8,3.39,3.39,clean
5,0,4,2,110,5,22,22,6,4,88,39,18,2,1,5.02,5.02,clean
1,0,0,1,0,0,0,9,9,9,-9,-9,-9,13,13,7.49,7.49,clean
1,0,0,1,5,5,5,0,0,0,5,5,5,2,2,4.45,4.45,clean
1,0,0,1,3,3,3,0,0,0,3,3,3,11,11,7.69,7.69,clean
2,0,0,1,59,32,30,58,31,29,1,5,0,1,1,4.73,4.73,clean
1,0,1,1,18,18,18,80,80,80,-62,-62,-62,5,5,7.81,7.81,clean
1,0,0,1,4,4,4,0,0,0,4,4,4,11,11,7.96,7.96,clean
1,0,1,1,4,4,4,0,0,0,4,4,4,2,2,8.79,8.79,clean
6,0,6,2,543,7,54,302,78,30,241,46,24,11,3,11.51,11.51,defective
1,0,0,1,87,87,87,28,28,28,59,59,59,2,2,2.43,2.43,clean
1,0,0,1,16,16,16,7,7,7,9,9,9,3,3,4.57,4.57,clean
4,0,3,2,1112,267,139,18,4,2,1094,267,137,8,4,8.52,8.52,clean
7,2,0,4,97,9,10,99,9,10,-2,4,0,17,8,5.52,5.52,defective
2,1,0,2,5,4,2,59,56,30,-54,-2,-27,25,13,3.75,3.75,clean
14,2,4,4,903,90,38,807,94,34,96,55,4,17,5,6.45,6.45,clean
2,2,0,1,10,4,3,10,4,3,0,0,0,17,16,3.29,3.29,clean
6,3,1,2,296,9,18,739,71,46,-443,9,-28,25,12,5.6,5.6,clean
4,1,1,2,751,4,94,109,4,14,642,160,80,17,11,7.45,7.45,defective
9,1,1,4,72,5,6,60,8,5,12,14,1,14,6,4.67,4.67,clean
1,0,0,1,280,280,280,0,0,0,280,280,280,1,1,5.04,5.04,defective
1,1,0,1,158,79,79,10,5,5,148,74,74,2,2,10.18,10.18,clean
1,0,1,1,20,5,5,20,5,5,0,0,0,11,11,5.52,5.52,defective
4,0,1,1,40,2,8,210,3,42,-170,2,-34,9,4,7.68,7.68,clean
1,0,1,1,7,7,7,8,8,8,-1,-1,-1,3,3,6.0,6.0,clean
3,0,0,1,5,4,2,159,43,53,-154,-11,-51,12,8,6.82,6.82,clean
3,0,0,1,300,292,43,2381,87,340,-2081,189,-297,12,8,6.8,6.8,clean
1,0,0,1,3,3,3,3,3,3,0,0,0,9,9,7.62,7.62,clean
2,0,0,1,13,7,6,14,14,7,-1,6,0,1,1,4.86,4.86,clean
1,0,0,1,194,194,194,250,250,250,-56,-56,-56,2,2,3.0,3.0,clean
1,0,0,1,17,17,17,17,17,17,0,0,0,2,2,3.0,3.0,clean
4,0,2,1,34,4,7,32,9,6,2,14,0,9,4,7.84,7.84,clean
1,0,0,1,0,0,0,1,1,1,-1,-1,-1,1,1,8.0,8.0,clean
1,0,0,1,10,10,10,10,10,10,0,0,0,21,21,5.12,5.12,clean
1,0,0,1,46,46,46,28,28,28,18,18,18,48,48,2.14,2.14,defective
1,0,0,1,1006,503,503,1038,519,519,-32,-16,-16,3,3,5.5,5.5,clean
1,0,0,1,2443,349,349,637,91,91,1806,258,258,29,29,2.07,2.07,clean
1,0,0,1,950,190,190,540,108,108,410,82,82,29,29,2.0,2.0,clean
1,0,0,1,185,185,185,185,185,185,0,0,0,21,21,5.51,5.51,clean
1,0,0,1,7,7,7,7,7,7,0,0,0,2,2,4.36,4.36,clean
1,0,0,1,2,2,2,2,2,2,0,0,0,1,1,5.29,5.29,clean
3,0,0,1,23,11,6,15,8,4,8,8,2,3,3,3.79,3.79,clean
1,0,0,1,8,8,8,0,0,0,8,8,8,3,3,9.19,9.19,clean
2,0,0,1,12,12,6,17,4,8,-5,8,-2,3,3,3.91,3.91,clean
1,0,1,1,6,6,6,2,2,2,4,4,4,1,1,4.46,4.46,clean
1,0,0,1,140,140,140,214,214,214,-74,-74,-74,48,48,2.14,2.14,defective
1,0,0,1,1,1,1,1,1,1,0,0,0,2,2,7.38,7.38,clean
1,0,0,1,4,4,4,2,2,2,2,2,2,2,2,10.29,10.29,clean
1,0,0,1,5,5,5,5,5,5,0,0,0,48,48,2.14,2.14,clean
1,0,0,1,128,64,64,30,15,15,98,49,49,48,48,2.14,2.14,defective
1,0,0,1,192,48,48,104,26,26,88,22,22,48,48,2.14,2.14,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,10,10,3.14,3.14,clean
1,1,0,1,35,35,35,2,2,2,33,33,33,1,1,4.48,4.48,clean
1,0,1,1,14,14,14,0,0,0,14,14,14,1,1,8.0,8.0,clean
1,0,0,1,2,2,2,2,2,2,0,0,0,1,1,5.14,5.14,clean
1,0,0,1,0,0,0,5,5,5,-5,-5,-5,4,4,4.9,4.9,clean
1,0,0,1,40,10,10,16,4,4,24,6,6,29,29,2.0,2.0,clean
1,0,0,1,23,23,23,23,23,23,0,0,0,21,21,7.02,7.02,defective
1,0,0,1,1082,1082,1082,0,0,0,1082,1082,1082,5,5,10.88,10.88,clean
1,0,0,1,11,11,11,0,0,0,11,11,11,6,6,6.43,6.43,clean
2,0,1,2,19,6,10,12,12,6,7,6,4,6,4,5.69,5.69,defective
1,0,1,1,33,33,33,27,27,27,6,6,6,1,1,6.84,6.84,clean
1,0,0,1,1,1,1,6,6,6,-5,-5,-5,1,1,9.86,9.86,clean
1,0,0,1,150,150,150,0,0,0,150,150,150,48,48,2.14,2.14,defective
1,0,0,1,47,47,47,4,4,4,43,43,43,48,48,2.14,2.14,clean
4,3,0,2,42,7,8,44,6,9,-2,2,0,17,14,6.54,6.54,clean
1,1,0,1,1,1,1,1,1,1,0,0,0,14,14,4.61,4.61,clean
2,0,0,2,8,4,4,0,0,0,8,4,4,11,6,7.02,7.02,clean
1,0,0,1,0,0,0,8,8,8,-8,-8,-8,4,4,7.46,7.46,clean
2,0,2,1,15,9,8,4,2,2,11,7,6,2,2,4.26,4.26,clean
1,0,1,1,37,37,37,0,0,0,37,37,37,1,1,7.49,7.49,clean
1,0,1,1,9,9,9,2,2,2,7,7,7,1,1,9.48,9.48,clean
4,0,2,2,159,5,40,38,5,10,121,133,30,11,4,7.99,7.99,clean
1,0,0,1,24,24,24,22,22,22,2,2,2,48,48,2.14,2.14,clean
1,0,0,1,5,5,5,0,0,0,5,5,5,9,9,6.86,6.86,clean
2,0,0,1,23,21,12,0,0,0,23,21,12,12,8,6.86,6.86,clean
3,0,1,2,62,44,21,48,8,16,14,10,5,21,10,6.93,6.93,defective
1,0,0,1,303,101,101,234,78,78,69,23,23,48,48,2.14,2.14,clean
1,0,0,1,2,2,2,2,2,2,0,0,0,5,5,5.55,5.55,clean
1,0,0,1,14,14,14,0,0,0,14,14,14,1,1,7.51,7.51,clean
1,0,0,1,0,0,0,1,1,1,-1,-1,-1,29,29,2.0,2.0,clean
1,0,0,1,40,10,10,16,4,4,24,6,6,29,29,2.0,2.0,clean
1,0,1,1,4,4,4,12,12,12,-8,-8,-8,5,5,6.0,6.0,clean
1,0,1,1,4,4,4,12,12,12,-8,-8,-8,5,5,6.0,6.0,clean
1,0,0,1,0,0,0,1,1,1,-1,-1,-1,7,7,6.0,6.0,clean
2,0,0,1,31,6,16,30,16,15,1,9,0,1,1,4.57,4.57,clean
1,0,0,1,0,0,0,2,2,2,-2,-2,-2,7,7,6.0,6.0,clean
1,0,0,1,2,2,2,2,2,2,0,0,0,29,29,2.0,2.0,clean
1,0,0,1,6,6,6,0,0,0,6,6,6,29,29,2.0,2.0,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,6.57,6.57,clean
1,0,0,1,9,9,9,6,6,6,3,3,3,21,21,5.93,5.93,defective
1,0,0,1,256,256,256,0,0,0,256,256,256,48,48,2.14,2.14,defective
1,0,1,1,7,7,7,0,0,0,7,7,7,1,1,5.14,5.14,clean
1,0,0,1,0,0,0,7,7,7,-7,-7,-7,8,8,7.43,7.43,clean
1,0,0,1,2,2,2,0,0,0,2,2,2,1,1,6.13,6.13,clean
1,0,0,1,5,5,5,5,5,5,0,0,0,21,21,4.9,4.9,clean
1,0,0,1,32,32,32,0,0,0,32,32,32,2,2,4.4,4.4,clean
1,0,0,1,168,168,168,0,0,0,168,168,168,9,9,8.63,8.63,clean
1,0,0,1,5,5,5,0,0,0,5,5,5,6,6,5.57,5.57,clean
1,0,0,1,18,18,18,0,0,0,18,18,18,1,1,11.0,11.0,clean
1,0,0,1,133,133,133,38,38,38,95,95,95,5,5,9.5,9.5,defective
2,0,1,2,458,2,114,32,2,8,426,142,106,5,3,7.79,7.79,clean
1,0,0,1,20,20,20,0,0,0,20,20,20,1,1,3.43,3.43,clean
1,0,1,1,7,7,7,2,2,2,5,5,5,1,1,5.49,5.49,clean
1,0,0,1,8,4,4,0,0,0,8,4,4,2,2,10.43,10.43,clean
1,0,0,1,4,4,4,4,4,4,0,0,0,21,21,3.71,3.71,clean
2,0,1,2,0,0,0,34,6,17,-34,-6,-17,13,7,5.23,5.23,clean
7,1,3,2,61,7,9,26,9,4,35,21,5,6,3,4.47,4.47,clean
1,0,0,1,0,0,0,8,8,8,-8,-8,-8,13,13,6.75,6.75,clean
1,0,0,1,0,0,0,7,7,7,-7,-7,-7,13,13,6.1,6.1,clean
1,0,0,1,0,0,0,7,7,7,-7,-7,-7,13,13,5.84,5.84,clean
2,0,0,1,3,2,2,2,1,1,1,1,0,1,1,9.63,9.63,clean
1,0,0,1,10,10,10,1,1,1,9,9,9,29,29,2.0,2.0,clean
1,0,1,1,3,3,3,0,0,0,3,3,3,1,1,8.5,8.5,clean
2,0,0,1,4,4,2,4,4,2,0,4,0,11,9,8.0,8.0,clean
1,0,0,1,116,116,116,97,97,97,19,19,19,1,1,6.26,6.26,clean
1,0,0,1,38,19,19,4,2,2,34,17,17,48,48,2.14,2.14,clean
1,0,0,1,454,227,227,0,0,0,454,227,227,48,48,2.14,2.14,defective
1,0,0,1,111,111,111,0,0,0,111,111,111,48,48,2.14,2.14,clean
1,0,0,1,379,379,379,236,236,236,143,143,143,48,48,2.14,2.14,defective
1,0,0,1,70,35,35,84,42,42,-14,-7,-7,48,48,2.14,2.14,defective
1,0,0,1,208,104,104,110,55,55,98,49,49,48,48,2.14,2.14,clean
1,0,1,1,15,5,5,15,5,5,0,0,0,5,5,7.95,7.95,defective
1,0,0,1,36,36,36,0,0,0,36,36,36,9,9,9.38,9.38,clean
1,0,0,1,44,44,44,7,7,7,37,37,37,9,9,8.57,8.57,clean
1,0,1,1,5,5,5,8,8,8,-3,-3,-3,5,5,6.0,6.0,clean
2,1,0,1,3,2,2,3,2,2,0,0,0,14,10,3.29,3.29,defective
1,0,0,1,4,2,2,202,101,101,-198,-99,-99,9,9,7.54,7.54,clean
1,0,0,1,12,12,12,33,33,33,-21,-21,-21,7,7,3.29,3.29,defective
1,0,0,1,91,91,91,2,2,2,89,89,89,3,3,4.0,4.0,defective
3,2,0,2,6,3,2,5,2,2,1,1,0,17,15,5.35,5.35,defective
3,0,1,2,10,7,3,17,5,6,-7,5,-2,9,4,7.08,7.08,clean
1,0,0,1,1,1,1,1,1,1,0,0,0,29,29,2.0,2.0,clean
1,0,0,1,0,0,0,24,12,12,-24,-12,-12,13,13,8.14,8.14,clean
4,0,0,2,102,4,11,100,7,11,2,31,0,6,4,5.63,5.63,clean
1,0,0,1,30,30,30,4,4,4,26,26,26,1,1,6.79,6.79,clean
1,0,0,1,0,0,0,2,2,2,-2,-2,-2,7,7,6.0,6.0,clean
1,0,0,1,0,0,0,2,2,2,-2,-2,-2,7,7,6.0,6.0,clean
1,0,0,1,0,0,0,6,6,6,-6,-6,-6,13,13,5.03,5.03,clean
3,0,2,2,81,52,27,161,8,54,-80,21,-27,13,5,5.77,5.77,clean
1,0,0,1,0,0,0,6,6,6,-6,-6,-6,13,13,6.36,6.36,clean
1,0,0,1,0,0,0,6,6,6,-6,-6,-6,13,13,7.48,7.48,clean
1,0,0,1,21,21,21,11,11,11,10,10,10,48,48,2.14,2.14,clean
1,0,0,1,0,0,0,54,18,18,-54,-18,-18,10,10,3.14,3.14,clean
2,0,0,1,21,2,10,23,7,12,-2,3,-1,1,1,8.0,8.0,clean
1,0,0,1,2,2,2,2,2,2,0,0,0,13,13,8.57,8.57,clean
1,0,1,1,6,6,6,0,0,0,6,6,6,1,1,10.29,10.29,clean
1,1,0,1,14,14,14,5,5,5,9,9,9,1,1,5.76,5.76,defective
3,0,0,2,78,52,20,2,2,0,76,52,19,13,6,5.0,5.0,clean
3,0,0,1,42,4,14,9,8,3,33,37,11,13,5,8.06,8.06,clean
2,0,0,2,2,1,1,5,3,2,-3,0,-1,4,4,5.82,5.82,clean
1,0,0,1,15,5,5,3,1,1,12,4,4,29,29,2.0,2.0,clean
2,0,1,1,135,2,68,89,87,44,46,46,23,21,11,8.04,8.04,clean
3,1,1,2,239,210,80,239,8,80,0,15,0,6,3,6.82,6.82,clean
1,0,0,1,4,4,4,0,0,0,4,4,4,11,11,6.86,6.86,clean
1,0,1,1,2,2,2,0,0,0,2,2,2,1,1,5.29,5.29,clean
2,0,2,1,10,8,5,1,1,0,9,8,4,3,2,7.67,7.67,clean
1,0,0,1,8,8,8,8,8,8,0,0,0,21,21,5.02,5.02,clean
1,0,0,1,5,5,5,7,7,7,-2,-2,-2,1,1,5.09,5.09,clean
5,0,0,2,56,9,8,13,4,2,43,16,6,2,1,6.33,6.33,clean
2,0,1,2,25,7,8,19,7,6,6,6,2,21,11,8.25,8.25,clean
1,0,0,1,2,1,1,8,4,4,-6,-3,-3,5,5,5.89,5.89,clean
1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,12.71,12.71,clean
2,0,1,2,22,20,7,6,4,2,16,16,5,4,2,7.57,7.57,clean
1,0,0,1,10,10,10,0,0,0,10,10,10,1,1,6.14,6.14,clean
