@relation dataset_feat_h

@attribute comm numeric
@attribute adev numeric
@attribute ddev numeric
@attribute exp numeric
@attribute oexp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
1,1,1,11571,220,1,213,698,127,133,87,clean
1,1,2,62,33,1,223,726,133,31,2,clean
2,2,1,510,81,2,213,263,72,30,10,defective
1,1,2,1,2,1,1577,257,69,1,1,clean
1,1,1,529,46,1,213,1741,424,23,23,defective
1,1,1,18,18,1,213,306,81,18,0,clean
2,2,2,4,49,2,186,383,99,14,10,clean
1,1,1,120,34,1,213,379,75,30,4,clean
1,1,1,62,33,1,213,1868,396,31,2,clean
1,1,2,9310,193,1,192,1987,409,98,95,clean
3,3,3,269010,2099,5,177,1933,382,230,189,defective
1,1,1,80,80,1,213,298,73,80,0,defective
1,1,1,232,37,1,213,4968,1337,29,8,clean
1,1,1,31,31,1,213,317,85,31,0,clean
1,1,2,486,45,1,186,386,99,27,18,clean
7,7,1,950,322,7,213,360,79,26,20,defective
2,2,1,26,84,2,213,600,114,32,10,clean
1,1,1,17,18,1,213,992,217,17,1,clean
1,1,1,18,9,1,213,0,0,6,3,clean
1,1,2,8,6,1,1577,0,0,4,2,clean
14,14,6,972,327,33,213,933,234,32,25,defective
8,8,11,34,15,12,223,813,205,13,8,clean
14,14,18,24,6,18,1577,1620,322,1189,46,defective
12,12,23,75,184,16,186,445,95,53,29,defective
8,8,27,1551,520,11,192,760,193,123,73,defective
9,9,32,17,44,11,177,726,181,209,83,defective
1,1,1,390,43,1,213,788,225,13,30,clean
2,2,2,742,14,2,213,922,234,61,52,defective
1,1,3,285,34,1,223,546,104,19,15,clean
1,1,4,1,2,1,1577,544,99,1,1,clean
5,5,6,47,216,5,186,1698,252,22,22,clean
2,2,8,2338,408,2,192,1241,293,122,94,defective
13,13,12,51,6,47,177,1098,217,15,10,defective
1,1,1,2,2,1,213,942,169,0,2,clean
1,1,2,5,5,1,1577,1034,218,0,5,clean
1,1,3,87,32,1,186,965,174,29,3,clean
1,1,4,1680,93,2,192,613,126,32,14,clean
1,1,5,1,1,1,177,996,182,0,1,clean
1,1,1,15,15,1,213,25,0,0,15,clean
9,9,2,10,1730,19,213,1056,229,19,72,clean
1,1,3,14880,266,1,223,1231,0,186,80,clean
3,3,5,4,6,3,1577,810,194,1,2,clean
1,1,6,4664,150,1,186,1840,382,44,106,defective
2,2,8,2114,50,2,192,1048,283,152,176,clean
6,6,11,12,77,6,177,2218,390,42,26,clean
17,17,4,10,282,43,213,110,19,17,20,defective
5,5,5,460,177,9,223,96,15,14,4,clean
7,7,9,13,170,12,1577,392,68,28,0,defective
4,4,12,5,21,4,186,66,2,7,0,clean
6,6,14,9,262,11,192,94,9,12,14,clean
6,6,17,25,103,11,177,115,18,4,6,clean
1,1,1,50,25,2,213,206,69,7,5,defective
3,3,3,190,53,3,223,292,108,32,8,defective
1,1,4,20667,332,1,1577,282,91,83,249,defective
1,1,5,1,2,1,186,35,8,1,1,clean
1,1,1,50,25,2,213,206,69,7,5,defective
2,2,2,684,68,2,223,237,81,22,12,defective
2,2,4,143,332,2,1577,282,93,42,125,defective
1,1,5,1,2,1,186,35,8,1,1,clean
1,1,1,50,25,2,213,206,69,7,5,defective
2,2,2,684,68,2,223,237,81,22,12,defective
1,1,3,20667,332,1,1577,282,91,83,249,defective
1,1,4,1,2,1,186,35,8,1,1,clean
1,1,1,25,10,1,213,50,0,5,5,defective
1,1,2,36,12,1,223,58,0,6,6,clean
1,1,3,20667,332,1,1577,282,91,83,249,defective
1,1,4,1,2,1,186,35,8,1,1,clean
1,1,1,50,15,1,213,362,139,10,5,defective
1,1,2,684,56,1,223,416,163,38,18,defective
1,1,3,20667,332,1,1577,282,91,83,249,defective
1,1,1,24,10,1,213,310,69,4,6,clean
1,1,1,272,33,1,213,1715,326,17,16,clean
1,1,2,400,40,1,186,2574,814,20,20,clean
1,1,3,11058,389,5,177,1098,293,41,36,defective
2,2,2,2,2,2,213,2235,189,1,1,clean
2,2,4,2,4,2,223,211,44,0,2,clean
2,2,6,58,32,2,186,978,177,24,2,clean
1,1,7,1680,88,1,192,187,33,60,28,clean
3,3,10,14,77,3,177,2705,294,28,2,clean
11,11,3,320,125,15,213,2446,654,24,18,defective
16,16,8,13,83,18,223,1669,390,10,2,defective
6,6,11,2,16,8,1577,1604,196,3,1,defective
4,4,12,1,448,6,186,1063,271,41,33,defective
6,6,17,118,74,10,192,1979,485,125,54,defective
4,4,20,718,43,4,177,2525,416,472,172,defective
3,3,3,36,18,8,213,2536,581,9,3,clean
3,3,5,177,23,4,1577,1609,366,47,47,clean
2,2,7,1857,115,2,192,4705,1144,123,15,defective
1,1,8,462,73,1,177,1538,367,66,7,defective
1,1,1,36,12,1,213,1084,325,6,6,defective
1,1,2,378,78,2,1577,42,12,21,18,clean
1,1,3,8,6,1,192,1036,206,2,4,clean
3,3,1,837,129,3,213,2232,626,21,21,clean
2,2,3,105,12,2,223,5357,1237,35,5,clean
4,4,5,46,47,5,1577,1964,283,6,6,defective
2,2,7,38,30,2,186,267,55,39,0,clean
5,5,10,16,66,6,192,762,172,20,3,defective
1,1,11,240,742,8,177,235,49,47,45,clean
7,7,1,950,277,7,213,363,78,19,20,defective
1,1,1,21,21,1,213,724,198,0,21,clean
2,2,3,2,7,2,177,3026,835,3,0,clean
1,1,1,7,8,1,213,86,11,7,1,clean
1,1,2,1,2,1,192,122,15,1,1,clean
1,1,1,1520,162,1,213,4322,318,152,10,clean
1,1,2,400,40,1,186,2574,814,20,20,clean
3,3,5,2667,34,4,192,4466,517,377,50,defective
1,1,6,10,254,4,177,1981,543,34,29,clean
1,1,1,1520,162,1,213,4322,318,152,10,clean
1,1,2,400,40,1,186,2574,814,20,20,clean
1,1,3,1940,393,1,192,4984,379,388,5,defective
1,1,4,11058,385,3,177,1156,333,68,60,defective
3,3,2,102,5,3,213,342,79,31,20,clean
1,1,3,2,2,1,223,856,189,2,0,clean
5,5,6,27,23,6,1577,168,43,17,42,defective
4,4,7,156,246,4,192,502,121,32,29,clean
1,1,1,30,11,1,213,829,93,5,6,clean
1,1,2,64,16,1,192,3349,638,8,8,clean
8,8,3,33,534,11,213,790,151,27,29,clean
9,9,8,20,14,12,223,485,107,13,3,defective
6,6,11,333,7,6,1577,977,234,62,57,defective
8,8,14,59,46,8,186,994,211,16,11,defective
9,9,19,14,344,13,192,1161,276,30,5,defective
15,15,25,20,19,30,177,932,183,18,7,defective
1,1,1,20,20,1,213,579,42,20,0,clean
2,2,3,15,4,2,177,1431,321,32,0,clean
4,4,3,28,20,6,223,337,114,5,5,defective
3,3,2,581,11,3,223,141,17,109,118,clean
1,1,3,1,1,1,1577,194,37,0,1,clean
1,1,1,1947,2114,2,223,264,61,1057,0,clean
1,1,2,107,223,3,1577,0,0,74,0,clean
3,3,3,57,27,3,223,475,131,13,5,defective
1,1,1,4,4,1,223,2,0,4,0,clean
1,1,2,12,12,1,1577,2,0,0,12,clean
2,2,1,4,9,2,223,385,100,0,4,clean
1,1,2,81,18,1,192,190,40,9,9,defective
1,1,1,1947,1947,1,223,500,122,1947,0,clean
1,1,1,7,8,1,223,5,0,7,1,clean
1,1,2,2,3,1,1577,5,0,2,1,clean
1,1,1,1947,1947,1,223,500,122,1947,0,clean
